Product_ID,Product_Name,Category_ID,Brand_ID,Price
PROD_270,Product_270,3100,4002,1472.18
PROD_271,Product_271,3067,4004,84.31
PROD_272,Product_272,3001,4001,985.18
PROD_273,Product_273,3024,4004,1897.83
PROD_274,Product_274,3096,4001,1401.38
PROD_275,Product_275,3042,4004,353.47
PROD_276,Product_276,3043,4004,931.31
PROD_277,Product_277,3057,4001,1631.97
PROD_278,Product_278,3015,4001,362.07
PROD_279,Product_279,3088,4003,549.63
PROD_280,Product_280,3063,4002,236.91
PROD_281,Product_281,3072,4003,1911.99
PROD_282,Product_282,3089,4004,695.94
PROD_283,Product_283,3062,4004,1344.22
PROD_284,Product_284,3001,4001,1433.62
PROD_285,Product_285,3074,4001,1229.61
PROD_286,Product_286,3092,4004,1039.06
PROD_287,Product_287,3020,4003,1528.37
PROD_288,Product_288,3074,4001,1033.65
PROD_289,Product_289,3067,4004,72.33
PROD_290,Product_290,3101,4001,1101.69
PROD_291,Product_291,3039,4004,1625.58
PROD_292,Product_292,3063,4002,75.56
PROD_293,Product_293,3018,4003,1892.62
PROD_294,Product_294,3035,4004,635.88
PROD_295,Product_295,3102,4002,143.89
PROD_296,Product_296,3023,4004,1243.4
PROD_297,Product_297,3071,4002,368.77
PROD_298,Product_298,3086,4004,764.1
PROD_299,Product_299,3018,4004,1271.12
PROD_300,Product_300,3078,4003,1431.47
PROD_301,Product_301,3072,4001,184.41
PROD_302,Product_302,3011,4003,228.79
PROD_303,Product_303,3092,4002,791.61
PROD_304,Product_304,3053,4004,94.79
PROD_305,Product_305,3057,4002,1048.43
PROD_306,Product_306,3073,4002,1543.18
PROD_307,Product_307,3070,4001,1203.23
PROD_308,Product_308,3079,4004,703.41
PROD_309,Product_309,3042,4004,63.94
PROD_310,Product_310,3025,4003,201.27
PROD_311,Product_311,3067,4003,897.19
PROD_312,Product_312,3024,4003,19.37
PROD_313,Product_313,3026,4002,1513.37
PROD_314,Product_314,3013,4003,981.46
PROD_315,Product_315,3090,4002,1032.62
PROD_316,Product_316,3017,4004,782.63
PROD_317,Product_317,3047,4004,1966.37
PROD_318,Product_318,3002,4002,582.88
PROD_319,Product_319,3044,4002,1747.69
PROD_320,Product_320,3103,4004,1069.43
PROD_321,Product_321,3051,4003,890.68
PROD_322,Product_322,3034,4004,591.31
PROD_323,Product_323,3053,4001,1731.6
PROD_324,Product_324,3043,4002,896.82
PROD_325,Product_325,3098,4001,1541.9
PROD_326,Product_326,3092,4003,1425.08
PROD_327,Product_327,3052,4001,1547.79
PROD_328,Product_328,3030,4003,88.82
PROD_329,Product_329,3084,4002,257.26
PROD_330,Product_330,3027,4004,1986.27
PROD_331,Product_331,3065,4004,1902.98
PROD_332,Product_332,3101,4003,1012.91
PROD_333,Product_333,3104,4002,1833.13
PROD_334,Product_334,3090,4003,846.44
PROD_335,Product_335,3060,4001,1260.74
PROD_336,Product_336,3060,4004,73.46
PROD_337,Product_337,3051,4004,845.89
PROD_338,Product_338,3063,4001,887.41
PROD_339,Product_339,3014,4004,505.62
PROD_340,Product_340,3066,4002,821.42
PROD_341,Product_341,3050,4004,1676.08
PROD_342,Product_342,3015,4003,1773.62
PROD_343,Product_343,3048,4001,268.69
PROD_344,Product_344,3014,4002,1437.34
PROD_345,Product_345,3105,4002,672.92
PROD_346,Product_346,3095,4004,386.6
PROD_347,Product_347,3017,4003,720.11
PROD_348,Product_348,3012,4004,842.55
PROD_349,Product_349,3055,4001,34.24
PROD_350,Product_350,3014,4003,1304.02
PROD_351,Product_351,3070,4001,1899.65
PROD_352,Product_352,3014,4003,233.17
PROD_353,Product_353,3106,4004,1257.11
PROD_354,Product_354,3021,4002,991.59
PROD_355,Product_355,3107,4004,411.34
PROD_356,Product_356,3034,4001,1398.61
PROD_357,Product_357,3058,4004,650.34
PROD_358,Product_358,3025,4002,723.66
PROD_359,Product_359,3008,4002,1496.44
PROD_360,Product_360,3045,4002,449.9
PROD_361,Product_361,3016,4002,706.44
PROD_362,Product_362,3096,4001,322.55
PROD_363,Product_363,3089,4004,1023.46
PROD_364,Product_364,3063,4004,354.05
PROD_365,Product_365,3047,4001,650.36
PROD_366,Product_366,3028,4001,1009.19
PROD_367,Product_367,3106,4003,21.56
PROD_368,Product_368,3035,4002,1336.36
PROD_369,Product_369,3079,4001,470.59
PROD_370,Product_370,3051,4003,1151.53
PROD_371,Product_371,3024,4001,1695.57
PROD_372,Product_372,3040,4003,1398.08
PROD_373,Product_373,3068,4003,187.7
PROD_374,Product_374,3098,4002,310.12
PROD_375,Product_375,3014,4001,498.31
PROD_376,Product_376,3029,4003,999.19
PROD_377,Product_377,3070,4001,1801.23
PROD_378,Product_378,3035,4002,1605.87
PROD_379,Product_379,3001,4002,1137.5
PROD_380,Product_380,3025,4002,1336.42
PROD_381,Product_381,3102,4001,279.56
PROD_382,Product_382,3060,4002,1395.28
PROD_383,Product_383,3031,4004,1193.76
PROD_384,Product_384,3036,4002,213.57
PROD_385,Product_385,3096,4001,1796.28
PROD_386,Product_386,3070,4002,1209.16
PROD_387,Product_387,3064,4001,193.87
PROD_388,Product_388,3086,4004,763.25
PROD_389,Product_389,3085,4002,301.16
PROD_390,Product_390,3030,4004,811.46
PROD_391,Product_391,3012,4003,1169.38
PROD_392,Product_392,3085,4003,452.01
PROD_393,Product_393,3042,4001,875.37
PROD_394,Product_394,3022,4003,22.7
PROD_395,Product_395,3023,4001,1229.57
PROD_396,Product_396,3019,4003,1620.64
PROD_397,Product_397,3002,4003,1584.36
PROD_398,Product_398,3098,4002,872.96
PROD_399,Product_399,3081,4002,1739.98
PROD_400,Product_400,3066,4002,1728.13
PROD_401,Product_401,3095,4002,1532.43
PROD_402,Product_402,3001,4004,1977.99
PROD_403,Product_403,3017,4002,1359.44
PROD_404,Product_404,3057,4003,1881.87
PROD_405,Product_405,3076,4004,319.36
PROD_406,Product_406,3011,4003,309.41
PROD_407,Product_407,3091,4001,1156.68
PROD_408,Product_408,3038,4004,154.79
PROD_409,Product_409,3099,4001,269.25
PROD_410,Product_410,3064,4001,671.71
PROD_411,Product_411,3031,4003,1832.66
PROD_412,Product_412,3102,4002,1006.55
PROD_413,Product_413,3076,4004,1834.11
PROD_414,Product_414,3012,4002,1531.39
PROD_415,Product_415,3011,4003,1685.85
PROD_416,Product_416,3052,4002,219.15
PROD_417,Product_417,3055,4001,1494.77
PROD_418,Product_418,3005,4003,1282.61
PROD_419,Product_419,3039,4003,669.78
PROD_420,Product_420,3098,4004,1109.44
PROD_421,Product_421,3085,4003,106.27
PROD_422,Product_422,3005,4001,771.01
PROD_423,Product_423,3074,4004,1634.99
PROD_424,Product_424,3056,4004,1256.14
PROD_425,Product_425,3078,4001,64.88
PROD_426,Product_426,3011,4003,760.29
PROD_427,Product_427,3014,4002,1609.53
PROD_428,Product_428,3039,4001,1960.85
PROD_429,Product_429,3057,4001,124.75
PROD_430,Product_430,3103,4001,1285.93
PROD_431,Product_431,3018,4001,582.4
PROD_432,Product_432,3058,4001,780.29
PROD_433,Product_433,3085,4001,250.0
PROD_434,Product_434,3017,4002,1266.33
PROD_435,Product_435,3104,4002,1654.42
PROD_436,Product_436,3036,4002,315.29
PROD_437,Product_437,3075,4002,1322.47
PROD_438,Product_438,3044,4001,850.49
PROD_439,Product_439,3035,4004,724.73
PROD_440,Product_440,3046,4001,1761.17
PROD_441,Product_441,3032,4003,1103.42
PROD_442,Product_442,3010,4004,1960.52
PROD_443,Product_443,3091,4003,81.84
PROD_444,Product_444,3058,4004,1470.06
PROD_445,Product_445,3057,4002,1622.23
PROD_446,Product_446,3076,4001,371.56
PROD_447,Product_447,3041,4003,1277.5
PROD_448,Product_448,3085,4004,736.77
PROD_449,Product_449,3035,4004,1401.34
PROD_450,Product_450,3013,4002,1061.05
PROD_451,Product_451,3021,4003,404.14
PROD_452,Product_452,3073,4002,1585.86
PROD_453,Product_453,3001,4001,1827.39
PROD_454,Product_454,3075,4004,1201.9
PROD_455,Product_455,3100,4001,1343.88
PROD_456,Product_456,3012,4002,463.86
PROD_457,Product_457,3089,4003,495.76
PROD_458,Product_458,3024,4004,649.34
PROD_459,Product_459,3052,4004,292.75
PROD_460,Product_460,3056,4004,1440.03
PROD_461,Product_461,3099,4003,911.69
PROD_462,Product_462,3102,4002,501.78
PROD_463,Product_463,3011,4004,1571.36
PROD_464,Product_464,3020,4003,213.65
PROD_465,Product_465,3076,4001,842.56
PROD_466,Product_466,3012,4002,1534.08
PROD_467,Product_467,3018,4002,932.5
PROD_468,Product_468,3062,4002,793.68
PROD_469,Product_469,3075,4003,1053.21
PROD_470,Product_470,3046,4002,1651.87
PROD_471,Product_471,3026,4003,781.35
PROD_472,Product_472,3020,4001,604.45
PROD_473,Product_473,3012,4004,1817.43
PROD_474,Product_474,3082,4002,1810.33
PROD_475,Product_475,3013,4003,891.68
PROD_476,Product_476,3026,4003,143.93
PROD_477,Product_477,3081,4001,674.37
PROD_478,Product_478,3016,4003,445.91
PROD_479,Product_479,3076,4004,1939.9
PROD_480,Product_480,3037,4002,1355.82
PROD_481,Product_481,3101,4001,1497.5
PROD_482,Product_482,3019,4002,317.15
PROD_483,Product_483,3069,4003,1032.56
PROD_484,Product_484,3092,4004,420.45
PROD_485,Product_485,3094,4003,1974.07
PROD_486,Product_486,3075,4002,722.69
PROD_487,Product_487,3020,4001,1196.64
PROD_488,Product_488,3097,4002,1246.26
PROD_489,Product_489,3075,4002,24.22
PROD_490,Product_490,3074,4003,927.76
PROD_491,Product_491,3101,4003,64.06
PROD_492,Product_492,3091,4004,1997.09
PROD_493,Product_493,3054,4003,964.66
PROD_494,Product_494,3100,4003,1103.86
PROD_495,Product_495,3065,4003,1510.26
PROD_496,Product_496,3103,4002,1920.83
PROD_497,Product_497,3057,4001,1983.11
PROD_498,Product_498,3029,4001,1765.79
PROD_499,Product_499,3050,4003,1893.78
PROD_500,Product_500,3103,4001,486.56
PROD_501,Product_501,3088,4001,1921.0
PROD_502,Product_502,3006,4003,969.34
PROD_503,Product_503,3011,4001,1966.82
PROD_504,Product_504,3034,4004,1922.33
PROD_505,Product_505,3053,4002,372.68
PROD_506,Product_506,3040,4002,776.18
PROD_507,Product_507,3040,4004,112.66
PROD_508,Product_508,3098,4003,1392.8
PROD_509,Product_509,3015,4001,95.26
PROD_510,Product_510,3058,4002,439.9
PROD_511,Product_511,3060,4003,1088.53
PROD_512,Product_512,3093,4003,1251.55
PROD_513,Product_513,3049,4004,1656.89
PROD_514,Product_514,3021,4002,1764.52
PROD_515,Product_515,3065,4003,30.66
PROD_516,Product_516,3035,4001,1856.08
PROD_517,Product_517,3052,4004,534.59
PROD_518,Product_518,3038,4001,1513.01
PROD_519,Product_519,3003,4001,1300.17
PROD_520,Product_520,3021,4002,1354.1
PROD_521,Product_521,3095,4004,324.86
PROD_522,Product_522,3034,4004,1621.84
PROD_523,Product_523,3058,4001,771.74
PROD_524,Product_524,3070,4004,1044.62
PROD_525,Product_525,3073,4001,1159.18
PROD_526,Product_526,3060,4004,289.0
PROD_527,Product_527,3096,4004,864.43
PROD_528,Product_528,3093,4001,641.86
PROD_529,Product_529,3075,4001,234.02
PROD_530,Product_530,3016,4003,1969.49
PROD_531,Product_531,3003,4004,1877.36
PROD_532,Product_532,3020,4004,40.48
PROD_533,Product_533,3065,4003,946.34
PROD_534,Product_534,3028,4003,1300.6
PROD_535,Product_535,3095,4003,602.98
PROD_536,Product_536,3105,4002,1177.98
PROD_537,Product_537,3052,4004,1382.83
PROD_538,Product_538,3018,4002,1046.68
PROD_539,Product_539,3077,4004,1799.04
PROD_540,Product_540,3042,4004,1310.81
PROD_541,Product_541,3023,4002,14.96
PROD_542,Product_542,3017,4002,1779.46
PROD_543,Product_543,3028,4003,483.87
PROD_544,Product_544,3015,4004,1510.51
PROD_545,Product_545,3099,4001,905.82
PROD_546,Product_546,3078,4002,869.73
PROD_547,Product_547,3056,4003,520.45
PROD_548,Product_548,3058,4004,553.09
PROD_549,Product_549,3045,4003,234.22
PROD_550,Product_550,3062,4001,1738.93
PROD_551,Product_551,3043,4004,921.42
PROD_552,Product_552,3009,4003,1477.24
PROD_553,Product_553,3019,4001,260.75
PROD_554,Product_554,3077,4004,585.62
PROD_555,Product_555,3071,4003,905.86
PROD_556,Product_556,3080,4003,1611.92
PROD_557,Product_557,3047,4002,1330.19
PROD_558,Product_558,3093,4004,1206.58
PROD_559,Product_559,3048,4001,412.7
PROD_560,Product_560,3084,4002,1285.14
PROD_561,Product_561,3035,4003,951.8
PROD_562,Product_562,3062,4004,959.75
PROD_563,Product_563,3107,4001,903.5
PROD_564,Product_564,3020,4003,871.36
PROD_565,Product_565,3019,4002,1957.81
PROD_566,Product_566,3040,4003,1794.53
PROD_567,Product_567,3081,4001,1385.55
PROD_568,Product_568,3039,4003,1059.16
PROD_569,Product_569,3038,4004,495.12
PROD_570,Product_570,3098,4004,1829.36
PROD_571,Product_571,3034,4001,1552.01
PROD_572,Product_572,3064,4003,1079.59
PROD_573,Product_573,3060,4004,779.81
PROD_574,Product_574,3021,4003,124.52
PROD_575,Product_575,3004,4004,950.08
PROD_576,Product_576,3033,4001,1495.79
PROD_577,Product_577,3090,4004,1541.36
PROD_578,Product_578,3008,4004,1988.74
PROD_579,Product_579,3029,4003,572.24
PROD_580,Product_580,3018,4004,985.64
PROD_581,Product_581,3050,4004,1979.08
PROD_582,Product_582,3004,4001,1272.69
PROD_583,Product_583,3099,4001,1375.37
PROD_584,Product_584,3049,4003,1274.77
PROD_585,Product_585,3092,4002,1423.98
PROD_586,Product_586,3101,4001,516.72
PROD_587,Product_587,3099,4002,331.38
PROD_588,Product_588,3090,4003,1279.96
PROD_589,Product_589,3057,4003,854.57
PROD_590,Product_590,3001,4002,1271.07
PROD_591,Product_591,3079,4002,37.02
PROD_592,Product_592,3031,4002,1470.92
PROD_593,Product_593,3080,4004,1608.14
PROD_594,Product_594,3029,4001,1205.25
PROD_595,Product_595,3058,4004,220.52
PROD_596,Product_596,3009,4001,96.65
PROD_597,Product_597,3103,4001,1522.41
PROD_598,Product_598,3044,4001,325.83
PROD_599,Product_599,3099,4004,724.25
PROD_600,Product_600,3040,4002,146.3
PROD_601,Product_601,3001,4004,908.81
PROD_602,Product_602,3100,4002,979.58
PROD_603,Product_603,3006,4003,181.87
PROD_604,Product_604,3053,4003,1544.96
PROD_605,Product_605,3081,4001,1551.03
PROD_606,Product_606,3030,4002,1348.61
PROD_607,Product_607,3096,4002,1246.68
PROD_608,Product_608,3074,4003,482.15
PROD_609,Product_609,3044,4001,1355.42
PROD_610,Product_610,3049,4003,85.41
PROD_611,Product_611,3023,4002,576.59
PROD_612,Product_612,3107,4003,1403.18
PROD_613,Product_613,3005,4001,20.14
PROD_614,Product_614,3031,4004,417.3
PROD_615,Product_615,3023,4002,1129.44
PROD_616,Product_616,3059,4001,934.4
PROD_617,Product_617,3071,4003,1955.72
PROD_618,Product_618,3077,4001,160.57
PROD_619,Product_619,3021,4004,392.21
PROD_620,Product_620,3036,4004,1173.07
PROD_621,Product_621,3015,4001,961.19
PROD_622,Product_622,3094,4004,1208.1
PROD_623,Product_623,3014,4002,1813.37
PROD_624,Product_624,3008,4002,1538.91
PROD_625,Product_625,3029,4004,1776.92
PROD_626,Product_626,3056,4001,935.83
PROD_627,Product_627,3073,4002,1358.19
PROD_628,Product_628,3035,4003,348.13
PROD_629,Product_629,3071,4003,277.0
PROD_630,Product_630,3079,4003,1176.48
PROD_631,Product_631,3080,4003,404.68
PROD_632,Product_632,3047,4004,343.92
PROD_633,Product_633,3001,4004,898.58
PROD_634,Product_634,3052,4001,522.58
PROD_635,Product_635,3069,4003,1559.55
PROD_636,Product_636,3082,4002,23.21
PROD_637,Product_637,3108,4001,572.84
PROD_638,Product_638,3102,4004,891.85
PROD_639,Product_639,3106,4002,1222.55
PROD_640,Product_640,3013,4004,18.61
PROD_641,Product_641,3108,4003,154.1
PROD_642,Product_642,3100,4003,1041.59
PROD_643,Product_643,3008,4004,12.93
PROD_644,Product_644,3061,4003,1023.49
PROD_645,Product_645,3103,4002,1179.54
PROD_646,Product_646,3058,4001,639.35
PROD_647,Product_647,3019,4003,279.61
PROD_648,Product_648,3061,4001,842.76
