Order_ID,Customer_ID,Product_ID,Seller_ID,Quantity,Order_Date,Shipping_Cost,Discount_Amount,Payment_Method_ID,Total_Amount,Delivery_Status_ID,Review_Rating
ORD_68,CUST_453,PROD_148,SELL_240,4,2023-01-01,13.31,108.22,7002,3651.45,8001,4
ORD_69,CUST_2626,PROD_152,SELL_614,3,2023-01-01,18.75,182.76,7003,2912.01,8002,5
ORD_70,CUST_4645,PROD_5417,SELL_949,4,2023-01-01,49.96,173.69,7003,2634.39,8001,3
ORD_71,CUST_3820,PROD_5677,SELL_73,4,2023-01-01,4.79,136.06,7004,1302.81,8001,4
ORD_72,CUST_2124,PROD_3837,SELL_922,2,2023-01-01,19.43,174.18,7002,1739.61,8002,4
ORD_73,CUST_390,PROD_8219,SELL_233,1,2023-01-01,4.73,80.26,7001,872.68,8002,3
ORD_74,CUST_3824,PROD_8145,SELL_754,5,2023-01-01,28.82,102.23,7005,2499.29,8003,1
ORD_75,CUST_2863,PROD_5053,SELL_889,3,2023-01-01,24.79,93.33,7003,4184.11,8001,3
ORD_76,CUST_4195,PROD_345,SELL_909,5,2023-01-01,5.97,85.46,7003,1984.81,8003,2
ORD_77,CUST_2991,PROD_810,SELL_509,5,2023-01-01,15.85,59.06,7001,3507.09,8001,5
ORD_78,CUST_2939,PROD_5206,SELL_96,3,2023-01-01,14.74,36.56,7005,2307.08,8003,1
ORD_79,CUST_1059,PROD_3589,SELL_97,2,2023-01-01,5.26,129.62,7001,392.8,8003,4
ORD_80,CUST_1530,PROD_1194,SELL_596,3,2023-01-01,3.68,61.91,7001,5781.3,8002,2
ORD_81,CUST_2113,PROD_3285,SELL_642,2,2023-01-01,31.75,76.09,7003,3562.18,8001,3
ORD_82,CUST_3626,PROD_2554,SELL_553,1,2023-01-01,27.41,126.37,7005,941.58,8001,1
ORD_83,CUST_4013,PROD_34,SELL_279,4,2023-01-01,22.1,167.21,7002,1225.21,8002,3
ORD_84,CUST_3425,PROD_5889,SELL_314,4,2023-01-01,31.11,161.73,7001,4424.06,8002,2
ORD_85,CUST_606,PROD_9411,SELL_156,2,2023-01-01,20.93,172.46,7003,1903.37,8003,4
ORD_86,CUST_4692,PROD_6521,SELL_728,2,2023-01-01,25.37,132.46,7002,812.23,8003,5
ORD_87,CUST_4908,PROD_1451,SELL_925,2,2023-01-01,17.06,146.56,7002,2906.9,8001,4
ORD_88,CUST_2312,PROD_8014,SELL_731,4,2023-01-01,20.63,7.8,7004,5401.59,8003,3
ORD_89,CUST_246,PROD_4899,SELL_618,5,2023-01-01,23.4,26.0,7003,8913.25,8001,5
ORD_90,CUST_4078,PROD_7565,SELL_729,5,2023-01-01,16.25,188.77,7002,-75.72,8002,1
ORD_91,CUST_4735,PROD_7506,SELL_745,1,2023-01-01,7.27,88.41,7005,1837.77,8002,2
ORD_92,CUST_3626,PROD_9990,SELL_278,3,2023-01-01,35.57,15.72,7002,5411.42,8001,4
ORD_93,CUST_2151,PROD_4697,SELL_171,1,2023-01-01,13.11,143.12,7005,1562.0,8003,3
ORD_94,CUST_4047,PROD_9690,SELL_21,4,2023-01-01,28.68,166.87,7003,6642.05,8001,5
ORD_95,CUST_2952,PROD_3808,SELL_272,4,2023-01-01,22.33,133.7,7004,2265.63,8003,3
ORD_96,CUST_959,PROD_5774,SELL_369,4,2023-01-01,48.62,123.96,7005,6739.58,8002,4
ORD_97,CUST_102,PROD_3133,SELL_301,3,2023-01-01,19.02,124.91,7004,2377.75,8002,1
ORD_98,CUST_786,PROD_2979,SELL_213,4,2023-01-01,4.47,157.01,7002,4093.18,8002,4
ORD_99,CUST_3442,PROD_1233,SELL_265,2,2023-01-01,38.41,112.5,7004,1205.83,8002,5
ORD_100,CUST_584,PROD_8445,SELL_634,1,2023-01-01,35.14,197.49,7003,1756.82,8001,3
ORD_101,CUST_1854,PROD_9797,SELL_584,3,2023-01-01,33.53,112.43,7001,3895.77,8001,5
ORD_102,CUST_3662,PROD_1261,SELL_670,5,2023-01-01,4.96,136.98,7002,9862.23,8001,4
ORD_103,CUST_3686,PROD_205,SELL_820,3,2023-01-01,29.43,168.61,7004,-91.3,8003,1
ORD_104,CUST_769,PROD_2631,SELL_435,5,2023-01-01,11.95,158.98,7005,1431.92,8003,1
ORD_105,CUST_1605,PROD_5496,SELL_124,3,2023-01-01,38.79,18.7,7001,3189.68,8002,2
ORD_106,CUST_2299,PROD_7066,SELL_671,1,2023-01-01,25.94,142.16,7003,372.37,8003,2
ORD_107,CUST_2342,PROD_5537,SELL_778,3,2023-01-01,16.59,14.71,7005,513.95,8001,5
ORD_108,CUST_1436,PROD_2932,SELL_326,2,2023-01-01,2.82,18.77,7005,3863.37,8003,5
ORD_109,CUST_1421,PROD_9409,SELL_473,3,2023-01-01,14.35,23.13,7001,3006.16,8001,4
ORD_110,CUST_3608,PROD_1155,SELL_565,3,2023-01-01,34.51,24.82,7002,5793.72,8001,5
ORD_111,CUST_4412,PROD_4046,SELL_16,3,2023-01-01,27.76,31.95,7001,690.79,8003,5
ORD_112,CUST_3625,PROD_9657,SELL_99,4,2023-01-01,27.31,131.38,7003,594.65,8001,4
ORD_113,CUST_1834,PROD_7343,SELL_713,1,2023-01-01,23.69,80.92,7005,1133.65,8001,5
ORD_114,CUST_4556,PROD_3940,SELL_841,1,2023-01-01,31.85,102.68,7005,1624.66,8001,3
ORD_115,CUST_2924,PROD_7152,SELL_405,5,2023-01-01,49.94,59.41,7002,8391.93,8001,1
ORD_116,CUST_3591,PROD_1944,SELL_633,3,2023-01-01,46.54,60.06,7005,723.01,8002,2
ORD_117,CUST_4131,PROD_3460,SELL_67,2,2023-01-01,32.02,92.89,7003,1633.91,8003,1
ORD_118,CUST_1800,PROD_5787,SELL_697,2,2023-01-01,21.31,58.32,7003,2149.07,8003,5
ORD_119,CUST_4215,PROD_662,SELL_897,1,2023-01-01,40.7,104.71,7002,629.53,8002,2
ORD_120,CUST_506,PROD_4151,SELL_953,3,2023-01-01,34.53,155.87,7003,4685.83,8003,3
ORD_121,CUST_112,PROD_5907,SELL_720,1,2023-01-01,7.48,16.1,7005,479.2,8002,2
ORD_122,CUST_2384,PROD_2970,SELL_361,1,2023-01-01,25.01,177.6,7002,1546.44,8002,4
ORD_123,CUST_1805,PROD_3086,SELL_326,1,2023-01-01,42.37,172.47,7005,315.29,8002,1
ORD_124,CUST_2642,PROD_8847,SELL_787,2,2023-01-01,11.15,86.96,7002,816.07,8002,5
ORD_125,CUST_3471,PROD_5426,SELL_474,2,2023-01-01,28.22,103.3,7002,2190.5,8003,4
ORD_126,CUST_3118,PROD_3797,SELL_66,1,2023-01-01,10.81,125.96,7005,1606.99,8001,2
ORD_127,CUST_4847,PROD_4452,SELL_989,4,2023-01-01,42.0,25.75,7005,6645.85,8002,5
ORD_128,CUST_4212,PROD_2675,SELL_963,3,2023-01-01,36.67,174.24,7005,529.18,8003,5
ORD_129,CUST_1149,PROD_8287,SELL_366,5,2023-01-01,12.16,80.95,7003,6995.41,8003,1
ORD_130,CUST_1202,PROD_9482,SELL_780,4,2023-01-01,16.06,20.5,7002,4375.08,8002,3
ORD_131,CUST_4053,PROD_7637,SELL_275,3,2023-01-01,18.79,167.1,7002,2608.36,8002,4
ORD_132,CUST_1516,PROD_7782,SELL_773,3,2023-01-01,28.96,82.06,7005,4896.78,8002,2
ORD_133,CUST_1324,PROD_1073,SELL_505,5,2023-01-01,38.14,184.05,7004,6531.24,8002,5
ORD_134,CUST_514,PROD_9021,SELL_789,1,2023-01-01,35.17,64.46,7003,468.61,8001,2
ORD_135,CUST_1228,PROD_6628,SELL_323,2,2023-01-01,45.46,192.63,7001,2516.77,8001,3
ORD_136,CUST_3228,PROD_9636,SELL_213,4,2023-01-01,19.0,192.68,7003,6598.64,8002,1
ORD_137,CUST_1154,PROD_1668,SELL_955,1,2023-01-01,27.49,161.47,7004,1620.03,8002,1
ORD_138,CUST_1085,PROD_241,SELL_46,5,2023-01-01,45.38,47.65,7002,5682.08,8003,3
ORD_139,CUST_2059,PROD_2566,SELL_154,3,2023-01-02,46.61,84.82,7001,5393.08,8003,5
ORD_140,CUST_4764,PROD_6944,SELL_703,5,2023-01-02,22.68,160.63,7002,4805.15,8001,4
ORD_141,CUST_4881,PROD_86,SELL_557,3,2023-01-02,27.59,44.5,7002,5805.46,8002,1
ORD_142,CUST_3230,PROD_7034,SELL_957,5,2023-01-02,8.58,168.38,7005,4296.65,8003,3
ORD_143,CUST_4655,PROD_4895,SELL_401,2,2023-01-02,5.33,164.55,7005,1705.08,8001,4
ORD_144,CUST_2122,PROD_1734,SELL_111,2,2023-01-02,38.53,118.2,7001,3040.55,8002,5
ORD_145,CUST_4255,PROD_1316,SELL_425,1,2023-01-02,26.86,132.05,7003,-27.01,8002,2
ORD_146,CUST_2802,PROD_3717,SELL_373,4,2023-01-02,9.03,12.22,7002,2953.17,8003,3
ORD_147,CUST_1932,PROD_2111,SELL_861,5,2023-01-02,13.61,198.11,7003,4393.2,8003,3
ORD_148,CUST_85,PROD_8787,SELL_262,5,2023-01-02,31.01,67.3,7004,5160.71,8003,4
ORD_149,CUST_4311,PROD_7502,SELL_616,5,2023-01-02,32.82,113.52,7005,223.0,8002,5
ORD_150,CUST_4851,PROD_9667,SELL_924,1,2023-01-02,36.8,79.72,7003,648.9,8003,1
ORD_151,CUST_1545,PROD_6908,SELL_26,4,2023-01-02,39.93,69.04,7002,2317.45,8003,3
ORD_152,CUST_3451,PROD_9839,SELL_350,5,2023-01-02,11.35,95.8,7004,6155.8,8003,5
ORD_153,CUST_4219,PROD_5528,SELL_180,2,2023-01-02,41.48,33.49,7004,2096.89,8003,3
ORD_154,CUST_1535,PROD_2788,SELL_847,2,2023-01-02,4.63,25.19,7001,361.92,8002,3
ORD_155,CUST_1822,PROD_5939,SELL_561,2,2023-01-02,46.14,144.91,7001,974.63,8002,4
ORD_156,CUST_3210,PROD_3775,SELL_59,1,2023-01-02,11.18,188.41,7003,433.92,8002,1
ORD_157,CUST_1033,PROD_7159,SELL_173,2,2023-01-02,47.7,91.47,7001,2286.95,8001,5
ORD_158,CUST_963,PROD_1233,SELL_465,2,2023-01-02,36.87,124.47,7004,3489.92,8003,1
ORD_159,CUST_1808,PROD_1401,SELL_234,2,2023-01-02,19.37,71.38,7004,2032.07,8001,1
ORD_160,CUST_2194,PROD_347,SELL_812,1,2023-01-02,47.97,4.03,7001,979.33,8002,4
ORD_161,CUST_4164,PROD_1683,SELL_858,1,2023-01-02,45.85,109.74,7003,1495.25,8002,2
ORD_162,CUST_4029,PROD_5299,SELL_99,1,2023-01-02,16.83,48.72,7003,1248.57,8001,1
ORD_163,CUST_3178,PROD_826,SELL_733,1,2023-01-02,29.75,68.06,7001,1500.21,8003,2
ORD_164,CUST_3582,PROD_8960,SELL_41,1,2023-01-02,13.69,139.37,7004,485.1,8003,5
ORD_165,CUST_3426,PROD_6305,SELL_952,3,2023-01-02,37.19,166.26,7004,4517.12,8003,4
ORD_166,CUST_4577,PROD_2406,SELL_358,5,2023-01-02,6.53,128.83,7005,6609.25,8001,4
ORD_167,CUST_2568,PROD_466,SELL_834,2,2023-01-02,12.92,30.62,7003,3878.02,8003,3
ORD_168,CUST_2537,PROD_196,SELL_618,1,2023-01-02,41.14,108.74,7004,855.55,8003,2
ORD_169,CUST_4061,PROD_4099,SELL_857,2,2023-01-02,4.6,80.85,7003,3667.91,8002,2
ORD_170,CUST_3884,PROD_1900,SELL_417,5,2023-01-02,38.51,165.55,7005,3664.31,8001,5
ORD_171,CUST_2769,PROD_3688,SELL_226,2,2023-01-02,45.43,106.44,7003,2470.45,8002,4
ORD_172,CUST_2717,PROD_8727,SELL_296,3,2023-01-02,23.57,87.24,7005,4790.57,8001,3
ORD_173,CUST_4138,PROD_1588,SELL_527,1,2023-01-02,38.2,76.65,7002,705.68,8001,1
ORD_174,CUST_3927,PROD_1225,SELL_366,3,2023-01-02,46.92,109.07,7002,3110.14,8002,4
ORD_175,CUST_619,PROD_9446,SELL_982,4,2023-01-02,7.13,60.37,7004,110.0,8003,3
ORD_176,CUST_47,PROD_7287,SELL_521,4,2023-01-02,33.33,117.88,7001,1857.77,8003,3
ORD_177,CUST_2095,PROD_8944,SELL_701,2,2023-01-02,17.93,89.7,7002,2401.49,8001,1
ORD_178,CUST_1263,PROD_6856,SELL_111,3,2023-01-02,33.81,22.41,7005,1211.88,8002,5
ORD_179,CUST_2692,PROD_7898,SELL_56,5,2023-01-02,18.59,97.82,7003,2397.32,8003,2
ORD_180,CUST_3327,PROD_5711,SELL_209,2,2023-01-02,33.14,39.24,7001,1428.46,8002,2
ORD_181,CUST_2835,PROD_5683,SELL_99,5,2023-01-02,15.93,178.23,7003,667.6,8001,1
ORD_182,CUST_21,PROD_3298,SELL_640,2,2023-01-02,26.27,182.12,7001,2578.71,8003,4
ORD_183,CUST_975,PROD_2708,SELL_459,1,2023-01-02,11.57,11.8,7004,636.65,8002,4
ORD_184,CUST_2236,PROD_4839,SELL_914,2,2023-01-02,41.62,37.82,7004,770.2,8003,3
ORD_185,CUST_3735,PROD_5466,SELL_375,2,2023-01-02,15.95,70.57,7001,2779.14,8003,3
ORD_186,CUST_2527,PROD_1745,SELL_249,3,2023-01-02,10.76,3.67,7003,1688.53,8001,4
ORD_187,CUST_2968,PROD_8413,SELL_731,4,2023-01-02,22.94,14.93,7002,3654.93,8001,4
ORD_188,CUST_3281,PROD_4433,SELL_12,4,2023-01-02,11.02,166.83,7005,39.47,8002,5
ORD_189,CUST_4757,PROD_5592,SELL_616,3,2023-01-02,41.23,68.8,7001,5474.7,8002,1
ORD_190,CUST_3969,PROD_3721,SELL_573,5,2023-01-02,39.72,94.94,7004,1219.33,8002,3
ORD_191,CUST_2394,PROD_5868,SELL_739,2,2023-01-02,38.16,147.52,7004,121.04,8001,2
ORD_192,CUST_40,PROD_2490,SELL_654,5,2023-01-02,42.55,42.71,7002,5586.39,8002,2
ORD_193,CUST_4941,PROD_9431,SELL_927,4,2023-01-02,34.56,94.58,7004,5567.62,8003,5
ORD_194,CUST_1735,PROD_5526,SELL_844,5,2023-01-02,40.66,103.59,7002,4409.77,8003,4
ORD_195,CUST_4526,PROD_2395,SELL_388,3,2023-01-02,11.49,47.72,7001,5958.52,8001,3
ORD_196,CUST_4181,PROD_6584,SELL_330,1,2023-01-02,14.18,1.72,7003,183.8,8003,1
ORD_197,CUST_3042,PROD_6320,SELL_45,1,2023-01-02,44.24,147.46,7004,222.39,8003,2
ORD_198,CUST_3974,PROD_1529,SELL_813,1,2023-01-02,46.46,117.59,7005,1471.21,8003,1
ORD_199,CUST_136,PROD_7295,SELL_655,3,2023-01-02,7.44,139.08,7003,2248.17,8002,5
ORD_200,CUST_4802,PROD_3386,SELL_22,3,2023-01-02,17.71,122.19,7001,2026.96,8001,3
ORD_201,CUST_4272,PROD_8158,SELL_34,3,2023-01-02,7.2,149.95,7004,2100.77,8001,2
ORD_202,CUST_1111,PROD_6772,SELL_307,4,2023-01-02,12.4,198.28,7002,6840.12,8001,3
ORD_203,CUST_1256,PROD_4258,SELL_523,4,2023-01-02,25.5,155.34,7001,4519.8,8002,3
ORD_204,CUST_1012,PROD_4902,SELL_780,5,2023-01-02,32.5,67.86,7002,3938.49,8002,5
ORD_205,CUST_266,PROD_5415,SELL_107,2,2023-01-02,13.53,179.67,7004,3332.16,8002,2
ORD_206,CUST_4231,PROD_8680,SELL_809,4,2023-01-02,30.87,111.86,7002,3058.09,8001,3
ORD_207,CUST_4765,PROD_1229,SELL_217,1,2023-01-02,35.8,29.92,7002,290.08,8002,1
ORD_208,CUST_1422,PROD_8452,SELL_757,4,2023-01-02,2.7,45.86,7002,7237.56,8001,2
ORD_209,CUST_534,PROD_4296,SELL_947,5,2023-01-02,45.33,12.88,7002,3800.7,8003,1
ORD_210,CUST_2251,PROD_423,SELL_96,2,2023-01-02,36.91,18.24,7005,2367.51,8002,2
ORD_211,CUST_3106,PROD_942,SELL_515,3,2023-01-02,10.23,148.97,7002,5789.38,8002,5
ORD_212,CUST_3060,PROD_1262,SELL_267,3,2023-01-02,41.15,128.36,7003,5543.61,8003,3
ORD_213,CUST_1895,PROD_7548,SELL_264,3,2023-01-02,40.26,5.12,7002,3542.77,8003,4
ORD_214,CUST_455,PROD_6686,SELL_569,5,2023-01-02,5.28,44.13,7001,9336.0,8001,2
ORD_215,CUST_2661,PROD_4884,SELL_929,1,2023-01-02,7.79,145.06,7003,1156.67,8001,2
ORD_216,CUST_2519,PROD_8366,SELL_912,2,2023-01-02,32.82,20.02,7002,2825.28,8002,4
ORD_217,CUST_1703,PROD_500,SELL_632,1,2023-01-02,42.6,48.97,7005,1370.94,8003,2
ORD_218,CUST_2111,PROD_1246,SELL_84,5,2023-01-02,49.44,79.74,7002,2183.8,8002,4
ORD_219,CUST_3892,PROD_5728,SELL_117,1,2023-01-02,39.68,108.23,7005,1163.35,8001,4
ORD_220,CUST_4666,PROD_9874,SELL_795,5,2023-01-02,34.52,74.09,7003,3726.23,8001,5
ORD_221,CUST_2138,PROD_3930,SELL_620,3,2023-01-02,35.69,181.79,7004,1689.03,8001,2
ORD_222,CUST_3239,PROD_4602,SELL_688,4,2023-01-02,11.46,188.6,7004,7337.78,8003,3
ORD_223,CUST_2634,PROD_4171,SELL_523,2,2023-01-02,14.92,37.09,7001,2569.29,8003,1
ORD_224,CUST_2330,PROD_2407,SELL_183,3,2023-01-02,42.66,41.77,7002,5646.53,8001,3
ORD_225,CUST_2269,PROD_9803,SELL_177,3,2023-01-02,43.79,53.07,7002,5477.03,8003,2
ORD_226,CUST_3766,PROD_6158,SELL_526,3,2023-01-02,20.44,154.67,7001,1823.09,8003,5
ORD_227,CUST_1608,PROD_1139,SELL_731,1,2023-01-02,16.45,80.13,7002,850.88,8003,1
ORD_228,CUST_3051,PROD_5611,SELL_161,3,2023-01-02,32.66,181.57,7004,3702.85,8001,4
ORD_229,CUST_1814,PROD_6798,SELL_769,3,2023-01-02,33.51,20.27,7005,459.64,8001,4
ORD_230,CUST_177,PROD_3946,SELL_841,1,2023-01-02,42.95,151.23,7004,40.82,8001,3
ORD_231,CUST_2305,PROD_4551,SELL_571,5,2023-01-02,39.63,49.89,7005,5646.09,8003,3
ORD_232,CUST_2691,PROD_1098,SELL_851,3,2023-01-02,36.52,117.92,7005,2792.96,8001,5
ORD_233,CUST_2871,PROD_7901,SELL_727,5,2023-01-02,23.94,145.57,7004,8730.12,8002,4
ORD_234,CUST_875,PROD_6007,SELL_585,5,2023-01-02,24.25,197.84,7004,754.81,8001,5
ORD_235,CUST_4230,PROD_3516,SELL_781,4,2023-01-02,28.03,77.7,7003,4058.81,8002,2
ORD_236,CUST_3280,PROD_7847,SELL_453,3,2023-01-02,10.98,43.55,7005,5770.72,8001,4
ORD_237,CUST_724,PROD_6455,SELL_264,1,2023-01-02,41.63,167.75,7004,1599.05,8002,4
ORD_238,CUST_4319,PROD_9413,SELL_677,2,2023-01-02,21.01,181.14,7002,546.57,8002,3
ORD_239,CUST_4944,PROD_7920,SELL_657,2,2023-01-02,6.22,174.82,7001,3116.6,8001,5
ORD_240,CUST_493,PROD_2967,SELL_464,4,2023-01-02,43.22,22.02,7003,6080.6,8001,5
ORD_241,CUST_2186,PROD_4022,SELL_632,4,2023-01-02,22.17,175.55,7004,359.02,8003,2
ORD_242,CUST_4537,PROD_6334,SELL_969,4,2023-01-02,46.71,19.65,7001,7582.1,8001,1
ORD_243,CUST_1536,PROD_8094,SELL_712,5,2023-01-02,44.25,60.71,7005,7463.64,8003,3
ORD_244,CUST_4857,PROD_9582,SELL_277,5,2023-01-02,34.39,111.45,7003,4414.34,8001,3
ORD_245,CUST_999,PROD_5840,SELL_460,3,2023-01-02,26.97,109.49,7002,2173.84,8001,5
ORD_246,CUST_2417,PROD_6442,SELL_680,4,2023-01-02,36.09,129.73,7002,1187.68,8001,3
ORD_247,CUST_337,PROD_8947,SELL_751,1,2023-01-02,43.42,198.38,7003,206.7,8003,4
ORD_248,CUST_13,PROD_7229,SELL_799,4,2023-01-02,24.73,4.01,7002,7523.96,8001,4
